PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)]
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,MHRS,MRS2C,FR0007074166,LBPAM ACTIONS VALUE EURO,3465.31,2026-01-27T00:00:00,P,4278,1,14824596.18,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,14824596.18,0,M7EM,-0.0079417429619271,14706863.047624074,-117733.13237592578,MHRS AG,Hors mandat MHRS AG,0,-117733.13237592578,14706863.047624074,2026-01-28T00:00:00,PP_FAC_Act,MHRS HM ACTIFS COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007045950,FEDERIS ISR EURO M,2470.89,2026-01-27T00:00:00,P,24261,1,59946262.29,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,59946262.29,0,M7EM,-0.0079417429619271,59470184.48336456,-476077.8066354394,AUXIA AG,Hors mandat AUXIA AG,0,-476077.8066354394,59470184.48336456,2026-01-28T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2532.75,2026-01-27T00:00:00,P,7888,1,19978332,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,19978332,0,M7EM,-0.0079417429619271,19819669.222447958,-158662.77755204216,AUXIA AG,Hors mandat AUXIA AG,0,-158662.77755204216,19819669.222447958,2026-01-28T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,468.76,2026-01-27T00:00:00,P,60537,1,28377324.119999997,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,28377324.119999997,0,M7EM,-0.0079417429619271,28151958.705891665,-225365.41410833225,AUXIA AG,Hors mandat AUXIA AG,0,-225365.41410833225,28151958.705891665,2026-01-28T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6737.46,2026-01-27T00:00:00,P,840,1,5659466.4,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,5659466.4,0,M7EM,-0.0079417429619271,5614520.372549538,-44946.0274504628,AUXIA AG,Hors mandat AUXIA AG,0,-44946.0274504628,5614520.372549538,2026-01-28T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,999.64,2026-01-27T00:00:00,P,22218,1,22210001.52,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,22210001.52,0,M7EM,-0.0079417429619271,22033615.39674415,-176386.12325584888,AUXIA AG,Hors mandat AUXIA AG,0,-176386.12325584888,22033615.39674415,2026-01-28T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4369.49,2026-01-27T00:00:00,P,8994,1,39299193.06,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,39299193.06,0,,0,39299193.06,0,AUXIA AG,Hors mandat AUXIA AG,0,0,39299193.06,,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,147.17,2026-01-27T00:00:00,P,10886,1,1602092.62,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1602092.62,0,MSDEEEMN,0.0189400004574879,1632436.2549557383,30343.634955738205,AUXIA AG,Hors mandat AUXIA AG,0,30343.634955738205,1632436.2549557383,2026-01-28T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,108.39,2026-01-27T00:00:00,P,35239,1,3819555.21,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3819555.21,0,,0,3819555.21,0,AUXIA AG,Hors mandat AUXIA AG,0,0,3819555.21,,PP_FAC_Taux,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33805.25,2026-01-27T00:00:00,P,186,1,6287776.5,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,6287776.5,0,HE00,-0.000194580552558224,6286553.020974267,-1223.4790257327259,AUXIA AG,Hors mandat AUXIA AG,0,-1223.4790257327259,6286553.020974267,2026-01-28T00:00:00,PP_FAC_Taux,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0011758044,LBPAM PRO ALTO M,1135.85,2026-01-27T00:00:00,P,1153,1,1309635.05,PP,FC_Div,PP_FAC_Taux_Corp_IG,FR42,5873495,PP_FAC_Taux_Corp_IG,1309635.05,0,,0,1309635.05,0,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,0,1309635.05,,PP_FAC_Taux,AUXIA ASS HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0000986531,SELECTION VALEURS MOYENNES,999.64,2026-01-27T00:00:00,P,737,1,736734.68,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,736734.68,0,M7EM,-0.0079417429619271,730883.7225403024,-5850.957459697616,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,-5850.957459697616,730883.7225403024,2026-01-28T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6737.46,2026-01-27T00:00:00,P,80,1,538996.8,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,538996.8,0,M7EM,-0.0079417429619271,534716.2259570989,-4280.574042901164,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,-4280.574042901164,534716.2259570989,2026-01-28T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007475975,MH Lazard action euro LC,522,2026-01-27T00:00:00,P,4450.778,1,2323306.12,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,2323306.12,0,M7EM,-0.0079417429619271,2304855.019973088,-18451.100026912056,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,-18451.100026912056,2304855.019973088,2026-01-28T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007074166,LBPAM ACTIONS VALUE EURO,3465.31,2026-01-27T00:00:00,P,360,1,1247511.6,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,1247511.6,0,M7EM,-0.0079417429619271,1237604.1835307777,-9907.4164692224,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,-9907.4164692224,1237604.1835307777,2026-01-28T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007078480,LBPAM ACTIONS EURO LARGE CAP M,4133.97,2026-01-27T00:00:00,P,459,1,1897492.23,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,4597012,PP_FAC_Act_EUR_LC,1897492.23,0,M7EM,-0.0079417429619271,1882422.8344370862,-15069.395562913734,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,-15069.395562913734,1882422.8344370862,2026-01-28T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4369.49,2026-01-27T00:00:00,P,253,1,1105480.97,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,1105480.97,0,,0,1105480.97,0,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,0,1105480.97,,PP_FAC_Act,AUXIA ASS HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33805.25,2026-01-27T00:00:00,P,10,1,338052.5,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,338052.5,0,HE00,-0.000194580552558224,337986.7215577563,-65.77844224369619,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,-65.77844224369619,337986.7215577563,2026-01-28T00:00:00,PP_FAC_Taux,AUXIA ASS HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007022793,LBPAM ACTIONS EX-EURO-M,5323.72,2026-01-27T00:00:00,P,46,1,244891.12,PP,FC_Act_exEUR,PP_FAC_Act_ExEUR,FR41,5873215,PP_FAC_Act_ExEUR,244891.12,0,,0,244891.12,0,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,0,244891.12,,PP_FAC_Act,AUXIA ASS HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007079330,LBPAM SELECTION ACTIONS ASIE,5407.02,2026-01-27T00:00:00,P,21,1,113547.42,PP,FC_Act_AsPac,PP_FAC_Act_Asie,FR41,4622700,PP_FAC_Act_Asie,113547.42,0,MSDEPN,-0.00291159223150804,113216.81621402022,-330.6037859797798,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,-330.6037859797798,113216.81621402022,2026-01-28T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007045950,FEDERIS ISR EURO M,2470.89,2026-01-27T00:00:00,P,810,1,2001420.9,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,2001420.9,0,M7EM,-0.0079417429619271,1985526.1296535712,-15894.770346428733,CAPREVAL AG,batch,0,-15894.770346428733,1985526.1296535712,2026-01-28T00:00:00,PP_FAC_Act,CAPREVAL HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CAPREVAL,CAP2B,LU2541301847,EdRF EM Climate Bonds S EUR H,108.39,2026-01-27T00:00:00,P,1825,1,197811.75,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,197811.75,0,,0,197811.75,0,CAPREVAL AG,batch,0,0,197811.75,,PP_FAC_Taux,CAPREVAL HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR001400GS55,LBPAM ISR CONVS MONDE-MH,12661.01,2026-01-27T00:00:00,P,397,1,5026420.97,PP,FC_Conv_Monde,PP_FAC_Conv_Global,FR42,10056894,PP_FAC_Conv_Global,5026420.97,0,UCBIFX13,0.0107711057676473,5080561.08190059,54140.11190059036,CAPREVAL AG,batch,0,54140.11190059036,5080561.08190059,2026-01-27T00:00:00,PP_FAC_Conv,CAPREVAL HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007079330,LBPAM SELECTION ACTIONS ASIE,5407.02,2026-01-27T00:00:00,P,18,1,97326.36,PP,FC_Act_AsPac,PP_FAC_Act_Asie,FR41,4622700,PP_FAC_Act_Asie,97326.36,0,MSDEPN,-0.00291159223150804,97042.98532630304,-283.3746736969624,CAPREVAL AG,batch,0,-283.3746736969624,97042.98532630304,2026-01-28T00:00:00,PP_FAC_Act,CAPREVAL HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007057674,FEDERIS ISR ACTIONS US MM,4369.49,2026-01-27T00:00:00,P,71,1,310233.79,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,310233.79,0,,0,310233.79,0,CAPREVAL AG,batch,0,0,310233.79,,PP_FAC_Act,CAPREVAL HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0000986531,SELECTION VALEURS MOYENNES,999.64,2026-01-27T00:00:00,P,1046,1,1045623.44,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,1045623.44,0,M7EM,-0.0079417429619271,1037319.3674045539,-8304.072595446021,CAPREVAL AG,batch,0,-8304.072595446021,1037319.3674045539,2026-01-28T00:00:00,PP_FAC_Act,CAPREVAL HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33805.25,2026-01-27T00:00:00,P,68,1,2298757,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,2298757,0,HE00,-0.000194580552558224,2298309.706592743,-447.29340725718066,CAPREVAL AG,batch,0,-447.29340725718066,2298309.706592743,2026-01-28T00:00:00,PP_FAC_Taux,CAPREVAL HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0011441583,LBPAM ISR Opti Euro Equity MH,2532.75,2026-01-27T00:00:00,P,206,1,521746.5,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,521746.5,0,M7EM,-0.0079417429619271,517602.9234057149,-4143.576594285085,CAPREVAL AG,batch,0,-4143.576594285085,517602.9234057149,2026-01-28T00:00:00,PP_FAC_Act,CAPREVAL HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007078480,LBPAM ACTIONS EURO LARGE CAP M,4133.97,2026-01-27T00:00:00,P,592,1,2447310.24,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,4597012,PP_FAC_Act_EUR_LC,2447310.24,0,M7EM,-0.0079417429619271,2427874.331125828,-19435.90887417225,CAPREVAL AG,batch,0,-19435.90887417225,2427874.331125828,2026-01-28T00:00:00,PP_FAC_Act,CAPREVAL HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CAPREVAL,CAP2B,LU0593537219,OSTRUM EURO HIGH INCOME FD IDE,97.22,2026-01-27T00:00:00,P,6352,1,617541.44,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,LU42,7240285,PP_FAC_Taux_Corp_HY,617541.44,0,HE00,-0.000194580552558224,617421.2784453771,-120.16155462281313,CAPREVAL AG,batch,0,-120.16155462281313,617421.2784453771,2026-01-28T00:00:00,PP_FAC_Taux,CAPREVAL HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CAPREVAL,CAP2B,LU0144746509,CANDRIAM BONDS EURO HIGH YIELD-IC,1607.27,2026-01-27T00:00:00,P,458,1,736129.66,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,LU42,4932779,PP_FAC_Taux_Corp_HY,736129.66,0,HE00,-0.000194580552558224,735986.4234840027,-143.23651599732693,CAPREVAL AG,batch,0,-143.23651599732693,735986.4234840027,2026-01-28T00:00:00,PP_FAC_Taux,CAPREVAL HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007012182,LBPAM ISR Actions Euromonde MH,9830.83,2026-01-27T00:00:00,P,305,1,2998403.15,PP,FC_Act_Mixte,PP_FAC_Act_Global,FR41,5873490,PP_FAC_Act_Global,2998403.15,0,,0,2998403.15,0,CAPREVAL AG,batch,0,0,2998403.15,,PP_FAC_Act,CAPREVAL HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CMAV,CMA2C,FR0011034560,EDR FINANCIAL BDS S,1498.63,2026-01-27T00:00:00,P,3582,1,5368092.66,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR42,4879142,PP_FAC_Taux_Corp_HY,5368092.66,0,LECPTREU,0.000630639262365374,5371477.989995412,3385.329995411448,CMAV AG,Hors mandat CMAV AG,0,3385.329995411448,5371477.989995412,2026-01-27T00:00:00,PP_FAC_Taux,CMAV HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CMAV,CMA2C,FR0010135103,CARMIGNAC PATRIMOINE,810.96,2026-01-27T00:00:00,P,644,1,522258.24,PP,FC_Div,PP_FAC_DIV_Autres,FR44,1559507,PP_FAC_DIV_Autres,522258.24,0,,0,522258.24,0,CMAV AG,Hors mandat CMAV AG,0,0,522258.24,,PP_FAC_DIV,CMAV HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CMAV,CMA2C,FR0000986531,SELECTION VALEURS MOYENNES,999.64,2026-01-27T00:00:00,P,13420,1,13415168.799999999,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,13415168.799999999,0,M7EM,-0.0079417429619271,13308628.977599535,-106539.82240046374,CMAV AG,Hors mandat CMAV AG,0,-106539.82240046374,13308628.977599535,2026-01-28T00:00:00,PP_FAC_Act,CMAV HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CMAV,CMA2C,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6737.46,2026-01-27T00:00:00,P,390,1,2627609.4,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,2627609.4,0,M7EM,-0.0079417429619271,2606741.6015408565,-20867.798459143378,CMAV AG,Hors mandat CMAV AG,0,-20867.798459143378,2606741.6015408565,2026-01-28T00:00:00,PP_FAC_Act,CMAV HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CMAV,CMA2C,FR0007074166,LBPAM ACTIONS VALUE EURO,3465.31,2026-01-27T00:00:00,P,430,1,1490083.3,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,1490083.3,0,M7EM,-0.0079417429619271,1478249.44143954,-11833.858560460154,CMAV AG,Hors mandat CMAV AG,0,-11833.858560460154,1478249.44143954,2026-01-28T00:00:00,PP_FAC_Act,CMAV HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CMAV,CMA2C,FR0011049709,LBPAM SELECTION ACTIONS EMERGENTS,2195.55,2026-01-27T00:00:00,P,550,1,1207552.5,PP,FC_Act_Emerg,PP_FAC_Act_Eme,FR41,4622717,PP_FAC_Act_Eme,1207552.5,0,MSDEEEMN,0.0189400004574879,1230423.5449024409,22871.04490244086,CMAV AG,Hors mandat CMAV AG,0,22871.04490244086,1230423.5449024409,2026-01-28T00:00:00,PP_FAC_Act,CMAV HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CMAV,CMA2C,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33805.25,2026-01-27T00:00:00,P,177,1,5983529.25,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5983529.25,0,HE00,-0.000194580552558224,5982364.971572286,-1164.2784277135506,CMAV AG,Hors mandat CMAV AG,0,-1164.2784277135506,5982364.971572286,2026-01-28T00:00:00,PP_FAC_Taux,CMAV HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CMAV,CMA2C,FR0007012182,LBPAM ISR Actions Euromonde MH,9830.83,2026-01-27T00:00:00,P,2219,1,21814611.77,PP,FC_Act_Mixte,PP_FAC_Act_Global,FR41,5873490,PP_FAC_Act_Global,21814611.77,0,,0,21814611.77,0,CMAV AG,Hors mandat CMAV AG,0,0,21814611.77,,PP_FAC_Act,CMAV HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CMAV,CMA2C,FR0007045950,FEDERIS ISR EURO M,2470.89,2026-01-27T00:00:00,P,590,1,1457825.1,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,1457825.1,0,M7EM,-0.0079417429619271,1446247.4277723546,-11577.672227645526,CMAV AG,Hors mandat CMAV AG,0,-11577.672227645526,1446247.4277723546,2026-01-28T00:00:00,PP_FAC_Act,CMAV HM ACT COTE,,
