PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)]
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,LU1105449521,AWF GL CNVRTBLS I EUR PF C,150.49,2026-01-28T00:00:00,P,15124,1,2276010.76,PP,FC_Conv_Monde,PP_FAC_Conv_Global,LU42,7240282,PP_FAC_Conv_Global,2276010.76,0,UCBIFX13,0.0107711057676473,2300525.912624263,24515.152624263428,MMH AG,Hors mandat MUTUELLE MH AG,0,24515.152624263428,2300525.912624263,2026-01-27T00:00:00,PP_FAC_Conv,MHM HM ACTIFS COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,LU1956164344,BNPP Rspnb US Mlt-Fac Eq I EUR Acc,226.43,2026-01-28T00:00:00,P,20102,1,4551695.86,PP,FC_Act_US,,LU41,11976073,PP_FAC_Act_EUR_LC,4551695.86,0,,0,4551695.86,0,MMH AG,Hors mandat MUTUELLE MH AG,0,0,4551695.86,,PP_FAC_Act,MHM HM ACTIFS COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0010831693,Ostrum SRI Cash Plus I C EUR,111258.92,2026-01-28T00:00:00,P,32.5,1,3615914.9,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,3615914.9,0,Monetaire,0,3615914.9,0,MMH AG,Hors mandat MUTUELLE MH AG,0,0,3615914.9,,PP_Mon_Fonds,MHM HM ACTIFS COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,MHRS,MRS2F,FR0010831693,Ostrum SRI Cash Plus I C EUR,111258.92,2026-01-28T00:00:00,P,9,1,1001330.28,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,1001330.28,0,Monetaire,0,1001330.28,0,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,0,1001330.28,,PP_Mon_Fonds,MHRS MICHELIN HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,AUXIA,AUX2E,FR0013423555,PRATIC AUXIA,639.52,2026-01-27T00:00:00,P,80553,1,51515254.56,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,8615538,PP_FAC_DIV_PRATIC,51515254.56,0,,0,51515254.56,0,AUXIA AG,Hors mandat AUXIA AG,363067.96589304315,363067.96589304315,51878322.52589305,,PP_FAC_DIV,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,CMAV,CMA2C,FR0013423548,PRATIC CMAV,1004.44,2026-01-27T00:00:00,P,13375,1,13434385,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,8615537,PP_FAC_DIV_PRATIC,13434385,0,,0,13434385,0,CMAV AG,Hors mandat CMAV AG,39612.68518425779,39612.68518425779,13473997.685184257,,PP_FAC_DIV,CMAV HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,INPR,INP2C,FR0007443544,PRATIC INPR,4574,2026-01-27T00:00:00,P,7247,1,33147778,PP,FC_Div,PP_FAC_DIV_PRATIC,FR42,8615534,PP_FAC_DIV_PRATIC,33147778,0,,0,33147778,0,INPR AG,Hors mandat INPR AG,358565.3572017566,358565.3572017566,33506343.357201755,,PP_FAC_DIV,INPR HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,MHP,MHP2C,FR0010251082,PRATIC MHP,833.4,2026-01-27T00:00:00,P,536781,1,447353285.40000004,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,4622712,PP_FAC_DIV_PRATIC,447353285.40000004,0,,0,447353285.40000004,0,MHP AG,Hors mandat MHP AG,5798656.267083391,5798656.267083391,453151941.66708344,,PP_FAC_DIV,MHP HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,MHRS,MRS2C,FR0010404731,PRATIC RS,529.85,2026-01-27T00:00:00,P,68817,1,36462687.45,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,4622713,PP_FAC_DIV_PRATIC,36462687.45,0,,0,36462687.45,0,MHRS AG,Hors mandat MHRS AG,550661.3243578336,550661.3243578336,37013348.77435783,,PP_FAC_DIV,MHRS HM ACTIFS COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0013423530,PRATIC MUTUEL,1185.13,2026-01-27T00:00:00,P,18467,1,21885795.71,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,8615536,PP_FAC_DIV_PRATIC,21885795.71,0,,0,21885795.71,0,MMH AG,Hors mandat MUTUELLE MH AG,82778.15971834827,82778.15971834827,21968573.86971835,,PP_FAC_DIV,MHM HM ACTIFS COTE,,
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA1B,FR0000009987,UNION PLUS,207953.21,2026-01-28T00:00:00,P,6.4,1,1330900.54,PP,FC_Mon,PP_Mon_Fonds,FR43,5080831,PP_Mon_Fonds,1329749.568,1150.972000000067,Monetaire,0,1330900.54,1150.972000000067,QUATREM AG,Mandats OSTRUM QUATREM AG,0,1150.972000000067,1330900.54,,PP_Mon_Fonds,QUATREM MDT OSTRUM PA,1329749.568,1329749.568
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2B,FR0010106849,BNP INDICE FRANCE ESG CL D,436.33,2026-01-26T00:00:00,P,386.1,1,168467.01,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8466172,PP_FAC_Act_EUR_LC,104452.65988470001,64014.350115299996,M7EM,-0.0079417429619271,167129.0883090156,62676.4284243156,QUATREM AG,Hors mandat QUATREM AG,0,62676.4284243156,167129.0883090156,2026-01-28T00:00:00,PP_FAC_Act,QUATREM HM ACT NC,104452.65988470001,104452.65988470001
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2B,FR0000009987,UNION PLUS,207953.21,2026-01-28T00:00:00,P,88,1,18299882.48,PP,FC_Mon,PP_Mon_Fonds,FR43,5080831,PP_Mon_Fonds,13905748.069999998,4394134.410000002,Monetaire,0,18299882.48,4394134.410000002,QUATREM AG,Hors mandat QUATREM AG,0,4394134.410000002,18299882.48,,PP_Mon_Fonds,QUATREM HM ACT NC,13905748.069999998,13905748.069999998
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0010831693,Ostrum SRI Cash Plus I C EUR,111258.92,2026-01-28T00:00:00,P,768.8499999999999,1,85541420.64,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,85473593.9899412,67826.65005880594,Monetaire,0,85541420.64,67826.65005880594,QUATREM AG,Hors mandat QUATREM AG,0,67826.65005880594,85541420.64,,PP_Mon_Fonds,QUATREM HM ACT COTE,85473593.9899412,85473593.9899412
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400IAY2,MH AMUNDI ACTIONS EUROPE EX EURO,1384.14,2026-01-27T00:00:00,P,14780,1000,20457589.2,PP,FC_Act_exEUR,PP_FAC_Act_ExEUR,FR41,10187321,PP_FAC_Act_ExEUR,14855524,5602065.199999999,,0,20457589.2,5602065.199999999,QUATREM AG,Hors mandat QUATREM AG,0,5602065.199999999,20457589.2,,PP_FAC_Act,QUATREM HM ACT COTE,14855524,14855524
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,LU0970532437,LFAM MULTI OBLIG I CAP,1158.26,2026-01-27T00:00:00,P,0.0019999999999527063,1,2.32,PP,FC_Taux_Souv,PP_FAC_Taux_Gov,LU42,4564784,PP_FAC_Taux_Gov,2.44,-0.1200000000000001,,0,2.32,-0.1200000000000001,QUATREM AG,Hors mandat QUATREM AG,0,-0.1200000000000001,2.32,,PP_FAC_Taux,QUATREM HM ACT COTE,2.44,2.44
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0010708453,CENTRAL VALOR SP FCP,0.03,2024-03-28T00:00:00,P,14340,1,430.2,PP,FC_Div,PP_FAC_DIV_Autres,FR46,8615535,PP_FAC_DIV_Autres,458.88,-28.680000000000007,,0,430.2,-28.680000000000007,QUATREM AG,Hors mandat QUATREM AG,0,-28.680000000000007,430.2,,PP_FAC_DIV,QUATREM HM ACT COTE,458.88,458.88
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,LU0945150927,AF IMP EUR CORP SHT TERM GREEN BD,1107.78,2026-01-28T00:00:00,P,10404,1000,11525343.12,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,LU42,4498626,PP_FAC_Taux_Corp_IG,10217976.479999999,1307366.6400000006,LECPTREU,0.000630639262365374,11532611.453883704,1314634.9738837052,QUATREM AG,Hors mandat QUATREM AG,0,1314634.9738837052,11532611.453883704,2026-01-27T00:00:00,PP_FAC_Taux,QUATREM HM ACT COTE,10217976.479999999,10217976.479999999
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007044532,PRATIC QUATREM,15.59,2026-01-27T00:00:00,P,14980039.999999998,1,233538823.6,PP,FC_Div,PP_FAC_DIV_PRATIC,FR44,4622704,PP_FAC_DIV_PRATIC,242976248.79999998,-9437425.199999988,,0,233538823.6,-9437425.199999988,QUATREM AG,Hors mandat QUATREM AG,1959939.718941334,-7477485.481058654,235498763.31894132,,PP_FAC_DIV,QUATREM HM ACT COTE,242976248.79999998,242976248.79999998
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,XS1996470917,BNP 08/29 0001,1.0116,2025-12-31T00:00:00,%,2500000,100000,2529000,PP,Obl_Entr_Sub_Stru,PA_Obl_Struct,FR59,9946841,PA_Obl_Struct,2506865.29,22134.709999999963,,0,2529000,22134.709999999963,QUATREM AG,Hors mandat QUATREM AG,0,22134.709999999963,2529000,,PA_Obl_Struct,QUATREM HM ACT COTE,2519300,2506865.29
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1510.42,2026-01-27T00:00:00,P,118486,1000,178963624.12,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,121812487.86999999,57151136.250000015,M7EM,-0.0079417429619271,177542341.01770404,55729853.14770405,QUATREM AG,Hors mandat QUATREM AG,0,55729853.14770405,177542341.01770404,2026-01-28T00:00:00,PP_FAC_Act,QUATREM HM ACT COTE,121812487.86999999,121812487.86999999
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0011034560,EDR FINANCIAL BDS S,1498.63,2026-01-27T00:00:00,P,10494.819,1,15727850.6,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR42,4879142,PP_FAC_Taux_Corp_HY,10410497.400865804,5317353.199134195,LECPTREU,0.000630639262365374,15737769.200100977,5327271.799235173,QUATREM AG,Hors mandat QUATREM AG,0,5327271.799235173,15737769.200100977,2026-01-27T00:00:00,PP_FAC_Taux,QUATREM HM ACT COTE,10410497.400865804,10410497.400865804
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400IAV8,MH AMUNDI ACTIONS USA C,1513.62,2026-01-27T00:00:00,P,16523,1000,25009543.26,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,10184109,PP_FAC_Act_US_LC,16603232.9,8406310.360000001,,0,25009543.26,8406310.360000001,QUATREM AG,Hors mandat QUATREM AG,0,8406310.360000001,25009543.26,,PP_FAC_Act,QUATREM HM ACT COTE,16603232.9,16603232.9
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400IAX4,MH AMUNDI ACTIONS ASIE PACIFIQUE,1303.58,2026-01-27T00:00:00,P,3439,1000,4483011.62,PP,FC_Act_AsPac,PP_FAC_Act_Asie,FR41,10230506,PP_FAC_Act_Asie,3381610.33,1101401.29,MSDEPN,-0.00291159223150804,4469958.918193447,1088348.5881934473,QUATREM AG,Hors mandat QUATREM AG,0,1088348.5881934473,4469958.918193447,2026-01-28T00:00:00,PP_FAC_Act,QUATREM HM ACT COTE,3381610.33,3381610.33
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0010590950,OBJECTIF CREDIT FI-C,20086.22,2026-01-27T00:00:00,P,468.382,1,9408023.9,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR42,2956515,PP_FAC_Taux_Corp_HY,6110803.439816754,3297220.460183246,LECPTREU,0.000630639262365374,9413956.969252612,3303153.529435858,QUATREM AG,Hors mandat QUATREM AG,0,3303153.529435858,9413956.969252612,2026-01-27T00:00:00,PP_FAC_Taux,QUATREM HM ACT COTE,6110803.439816754,6110803.439816754
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007021936,FEDERIS ISR FRANCE MH,468.76,2026-01-27T00:00:00,P,104300,1,48891668,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,19871568.76,29020099.24,M7EM,-0.0079417429619271,48503382.93976413,28631814.179764125,QUATREM AG,Hors mandat QUATREM AG,0,28631814.179764125,48503382.93976413,2026-01-28T00:00:00,PP_FAC_Act,QUATREM HM ACT COTE,19871568.76,19871568.76
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007045950,FEDERIS ISR EURO M,2470.89,2026-01-27T00:00:00,P,10373,1,25630541.97,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,12305904.819999998,13324637.15,M7EM,-0.0079417429619271,25426990.793699376,13121085.973699378,QUATREM AG,Hors mandat QUATREM AG,0,13121085.973699378,25426990.793699376,2026-01-28T00:00:00,PP_FAC_Act,QUATREM HM ACT COTE,12305904.819999998,12305904.819999998
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0011441583,LBPAM ISR Opti Euro Equity MH,2532.75,2026-01-27T00:00:00,P,105623,1,267516653.25,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,119171160.15,148345493.1,M7EM,-0.0079417429619271,265392104.75185353,146220944.60185352,QUATREM AG,Hors mandat QUATREM AG,0,146220944.60185352,265392104.75185353,2026-01-28T00:00:00,PP_FAC_Act,QUATREM HM ACT COTE,119171160.15,119171160.15
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400MAX6,MH Lazard Diversifi�,1160.54,2026-01-27T00:00:00,P,63200,1,73346128,PP,FC_Div,PP_FAC_DIV_Autres,FR44,10831093,PP_FAC_DIV_Autres,64177988,9168140,,0,73346128,9168140,QUATREM AG,Hors mandat QUATREM AG,0,9168140,73346128,,PP_FAC_DIV,QUATREM HM ACT COTE,64177988,64177988
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,LU1585264762,TIKEHAU SUBFIN FUND I CAP,224.77,2026-01-27T00:00:00,P,95207,1,21399677.389999997,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,15913415.51,5486261.879999997,HE00,-0.000194580552558224,21395513.428948883,5482097.918948883,QUATREM AG,Hors mandat QUATREM AG,0,5482097.918948883,21395513.428948883,2026-01-28T00:00:00,PP_FAC_Taux,QUATREM HM ACT COTE,15913415.509999998,15913415.51
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6737.46,2026-01-27T00:00:00,P,3760,1,25332849.6,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,10906823.4,14426026.200000001,M7EM,-0.0079417429619271,25131662.619983643,14224839.219983643,QUATREM AG,Hors mandat QUATREM AG,0,14224839.219983643,25131662.619983643,2026-01-28T00:00:00,PP_FAC_Act,QUATREM HM ACT COTE,10906823.4,10906823.4
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007057674,FEDERIS ISR ACTIONS US MM,4369.49,2026-01-27T00:00:00,P,7301,1,31901646.490000002,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,14814235.219999999,17087411.270000003,,0,31901646.490000002,17087411.270000003,QUATREM AG,Hors mandat QUATREM AG,0,17087411.270000003,31901646.490000002,,PP_FAC_Act,QUATREM HM ACT COTE,14814235.219999999,14814235.219999999
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0000986531,SELECTION VALEURS MOYENNES,999.64,2026-01-27T00:00:00,P,41496,1,41481061.44,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,17504471.439999998,23976590,M7EM,-0.0079417429619271,41151629.51225562,23647158.07225562,QUATREM AG,Hors mandat QUATREM AG,0,23647158.07225562,41151629.51225562,2026-01-28T00:00:00,PP_FAC_Act,QUATREM HM ACT COTE,17504471.439999998,17504471.439999998
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007074166,LBPAM ACTIONS VALUE EURO,3465.31,2026-01-27T00:00:00,P,12283,1,42564402.73,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,17718238.38,24846164.349999998,M7EM,-0.0079417429619271,42226367.18419039,24508128.804190394,QUATREM AG,Hors mandat QUATREM AG,0,24508128.804190394,42226367.18419039,2026-01-28T00:00:00,PP_FAC_Act,QUATREM HM ACT COTE,17718238.38,17718238.38
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33805.25,2026-01-27T00:00:00,P,433,1,14637673.25,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,10075277.819999998,4562395.430000002,HE00,-0.000194580552558224,14634825.043450847,4559547.223450849,QUATREM AG,Hors mandat QUATREM AG,0,4559547.223450849,14634825.043450847,2026-01-28T00:00:00,PP_FAC_Taux,QUATREM HM ACT COTE,10075277.819999998,10075277.819999998
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0011662014,MM STRATIC,23547.98,2025-12-29T00:00:00,P,2268,1,53406818.63999999,PP,FC_Div,PP_FAC_Act_EUR_MULTI,XL44,4622726,PP_FAC_Act_EUR_MULTI,25865008.31,27541810.329999994,,0,53406818.63999999,27541810.329999994,QUATREM AG,Hors mandat QUATREM AG,0,27541810.329999994,53406818.63999999,,PP_FAC_Act,QUATREM HM ACT COTE,25865008.31,25865008.31
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,LU2541301847,EdRF EM Climate Bonds S EUR H,108.39,2026-01-27T00:00:00,P,43944,1,4763090.16,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,4387368.96,375721.2000000002,,0,4763090.16,375721.2000000002,QUATREM AG,Hors mandat QUATREM AG,0,375721.2000000002,4763090.16,,PP_FAC_Taux,QUATREM HM ACT COTE,4387368.96,4387368.96
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007023700,EQUILIBRE DISCOVERY,629.57,2026-01-27T00:00:00,P,0.53,1,333.67,PP,FC_Div,PP_FAC_DIV_Autres,FR41,8470123,PP_FAC_DIV_Autres,227.27999964000003,106.39000035999999,,0,333.67,106.39000035999999,QUATREM AG,Hors mandat QUATREM AG,0,106.39000035999999,333.67,,PP_FAC_DIV,QUATREM HM ACT COTE,227.27999964000003,227.27999964000003
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400EBG6,MH Lazard Total Return,1140.52,2026-01-27T00:00:00,P,81307,1,92732259.64,PP,FC_Taux_Autre,PP_FAC_Taux_Autre,FR42,9745480,PP_FAC_Taux_Autre,83393623.56,9338636.079999998,LECPTREU,0.000630639262365374,92790740.24381685,9397116.68381685,QUATREM AG,Hors mandat QUATREM AG,0,9397116.68381685,92790740.24381685,2026-01-27T00:00:00,PP_FAC_Taux,QUATREM HM ACT COTE,83393623.56,83393623.56
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400CCX3,GEMEQUITY PART MH,147.17,2026-01-27T00:00:00,P,326337,1,48027016.29000001,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,34458500.61,13568515.680000007,MSDEEEMN,0.0189400004574879,48936648.00050439,14478147.39050439,QUATREM AG,Hors mandat QUATREM AG,0,14478147.39050439,48936648.00050439,2026-01-28T00:00:00,PP_FAC_Act,QUATREM HM ACT COTE,34458500.61,34458500.61
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400N7S5,MH EDRAM DIVERSIFIE,11490.29,2026-01-27T00:00:00,P,5000,1,57451450,PP,FC_Div,,FR44,10907450,PP_FAC_Act_EUR_LC,50000000,7451450,,0,57451450,7451450,QUATREM AG,Hors mandat QUATREM AG,0,7451450,57451450,,PP_FAC_Act,QUATREM HM ACT COTE,50000000,50000000
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,XS2116546941,UBS 02/28 MTN6,1.0195999999999998,2025-12-31T00:00:00,%,3000000,1000,3058800,PP,Obl_Entr_Sub_Stru,PA_Obl_Struct,GB51,9946845,PA_Obl_Struct,3000000,58800,,0,3058800,58800,QUATREM AG,Hors mandat QUATREM AG,0,58800,3058800,,PA_Obl_Struct,QUATREM HM ACT COTE,3000000,3000000
EXPORT_PRMP_ADP,2026-01-29T00:00:00,Groupe MH,QUATREM,QUA2A,LU2066074910,BDLCM Funds BDL Transition E Acc,163.82,2026-01-27T00:00:00,P,60511,1,9912912.02,PP,FC_Act_exEUR,PP_FAC_Taux_Gov,LU41,11008390,PP_FAC_Taux_Gov,8625843.05,1287068.9699999988,,0,9912912.02,1287068.9699999988,QUATREM AG,Hors mandat QUATREM AG,0,1287068.9699999988,9912912.02,,PP_FAC_Taux,QUATREM HM ACT COTE,8625843.05,8625843.05
